Order Date,Customer Name,Region,Category,Sales,Profit,Month,year
2019-09-25,Dan Lawera,West,Office Supplies,4.98,2.2908,9,2019
2019-09-25,Dan Lawera,West,Technology,479.976,161.9919,9,2019
2019-09-25,Dan Lawera,West,Technology,44.736,4.4736,9,2019
2019-09-25,Dan Lawera,West,Office Supplies,5.76,1.6704,9,2019
2019-09-25,Dan Lawera,West,Furniture,483.136,60.392,9,2019
2019-09-26,Natalie Fritzler,Central,Furniture,747.558,-96.1146,9,2019
2019-09-26,Natalie Fritzler,Central,Office Supplies,8.928,3.348,9,2019
2019-09-26,Sally Hughsby,West,Furniture,424.9575,19.998,9,2019
2019-09-26,Steve Nguyen,West,Office Supplies,236.88,66.3264,9,2019
2019-09-26,Steve Nguyen,West,Office Supplies,29.9,14.651,9,2019
2019-09-26,Steve Nguyen,West,Technology,100.0,21.0,9,2019
2019-09-26,Charles Sheldon,Central,Office Supplies,9.99,4.4955,9,2019
2019-09-26,Chuck Magee,West,Office Supplies,51.45,13.8915,9,2019
2019-09-26,Chuck Magee,West,Office Supplies,7.83,3.6018,9,2019
2019-09-26,Chuck Magee,West,Office Supplies,35.4,13.452,9,2019
2019-09-26,Chuck Magee,West,Office Supplies,29.9,13.455,9,2019
2019-09-26,Dorothy Wardle,West,Office Supplies,12.96,6.2208,9,2019
2019-09-26,Tanja Norvell,South,Technology,431.976,-75.5958,9,2019
2019-09-26,Shahid Collister,Central,Office Supplies,15.624,-24.9984,9,2019
2019-09-26,Lisa Ryan,Central,Office Supplies,93.032,-251.1864,9,2019
2019-09-26,Lisa Ryan,Central,Furniture,454.965,-136.4895,9,2019
2019-09-26,Matt Hagelstein,Central,Office Supplies,6.816,-11.5872,9,2019
2019-09-27,Harry Marie,Central,Furniture,956.6648,-225.0976,9,2019
2019-09-27,Brian Moss,East,Office Supplies,2.907,-2.0349,9,2019
2019-09-27,Shaun Weien,West,Technology,1001.584,125.198,9,2019
2019-09-27,James Galang,South,Office Supplies,17.94,8.7906,9,2019
2019-09-27,James Galang,South,Office Supplies,13.89,4.5837,9,2019
2019-09-28,Muhammed MacIntyre,Central,Office Supplies,99.136,30.98,9,2019
2019-09-29,Linda Southworth,East,Office Supplies,15.936,5.1792,9,2019
2019-09-29,Chad Cunningham,Central,Office Supplies,40.88,10.6288,9,2019
2019-09-29,Pamela Stobb,West,Office Supplies,18.97,9.1056,9,2019
2019-09-29,Joe Kamberova,South,Technology,209.97,71.3898,9,2019
2019-09-29,Joe Kamberova,South,Office Supplies,62.94,30.2112,9,2019
2019-09-29,Joe Kamberova,South,Office Supplies,25.92,7.776,9,2019
2019-09-29,Andy Reiter,West,Office Supplies,27.24,9.534,9,2019
2019-09-29,Dario Medina,West,Office Supplies,10.496,1.1808,9,2019
2019-09-29,Erin Smith,West,Technology,859.2,75.18,9,2019
2019-09-29,Maris LaWare,West,Technology,36.24,15.2208,9,2019
2019-09-30,Sarah Jordon,Central,Office Supplies,1.964,-3.2406,9,2019
2019-09-30,Greg Matthias,East,Furniture,523.92,-26.196,9,2019
2019-10-01,Brian DeCherney,West,Furniture,194.848,12.178,10,2019
2019-10-01,Chris Cortes,Central,Technology,69.9,18.873,10,2019
2019-10-01,Chris Cortes,Central,Furniture,41.85,10.881,10,2019
2019-10-01,Greg Matthias,East,Furniture,330.588,-115.7058,10,2019
2019-10-01,Hunter Glantz,Central,Technology,79.512,20.8719,10,2019
2019-10-01,Hunter Glantz,Central,Office Supplies,28.352,9.5688,10,2019
2019-10-01,Jamie Kunitz,South,Office Supplies,5.388,-4.49,10,2019
2019-10-01,Jamie Kunitz,South,Office Supplies,30.976,5.0336,10,2019
2019-10-02,Tim Taslimi,East,Office Supplies,61.44,16.5888,10,2019
2019-10-02,Liz Preis,West,Office Supplies,54.792,-40.1808,10,2019
2019-10-02,Tamara Chand,Central,Office Supplies,32.48,4.872,10,2019
2019-10-02,Tamara Chand,Central,Technology,499.95,8399.976,10,2019
2019-10-02,Tamara Chand,Central,Office Supplies,735.98,331.191,10,2019
2019-10-02,Tamara Chand,Central,Office Supplies,34.37,16.8413,10,2019
2019-10-02,Tamara Chand,Central,Office Supplies,33.96,9.5088,10,2019
2019-10-03,Hunter Lopez,Central,Office Supplies,15.648,5.0856,10,2019
2019-10-03,Emily Burns,East,Furniture,599.292,93.2232,10,2019
2019-10-03,Tracy Poddar,Central,Furniture,38.08,-29.512,10,2019
2019-10-03,Daniel Byrd,West,Office Supplies,6.16,2.9568,10,2019
2019-10-03,Daniel Byrd,West,Furniture,915.136,102.9528,10,2019
2019-10-03,Daniel Byrd,West,Office Supplies,8.56,3.852,10,2019
2019-10-03,Daniel Byrd,West,Office Supplies,97.82,45.9754,10,2019
2019-10-04,Mary O'Rourke,Central,Office Supplies,59.752,19.4194,10,2019
2019-10-04,Daniel Raglin,East,Office Supplies,30.4,13.984,10,2019
2019-10-04,Daniel Raglin,East,Technology,5399.91,2591.9568,10,2019
2019-10-04,Daniel Raglin,East,Office Supplies,119.1,34.539,10,2019
2019-10-04,Melanie Seite,East,Furniture,239.372,-23.9372,10,2019
2019-10-04,Anna Häberlin,South,Technology,52.68,19.755,10,2019
2019-10-04,Anna Häberlin,South,Furniture,11.568,2.6028,10,2019
2019-10-06,Jonathan Howell,Central,Office Supplies,28.85,14.425,10,2019
2019-10-06,Laurel Beltran,West,Technology,703.71,-938.28,10,2019
2019-10-06,Laurel Beltran,West,Office Supplies,17.904,-14.92,10,2019
2019-10-06,Laurel Beltran,West,Office Supplies,11.976,-9.1816,10,2019
2019-10-06,Laurel Beltran,West,Technology,67.96,0.8495,10,2019
2019-10-07,Tim Brockman,West,Office Supplies,27.264,8.8608,10,2019
2019-10-07,Dionis Lloyd,West,Technology,837.6,62.82,10,2019
2019-10-07,Cindy Chapman,West,Office Supplies,10.56,5.0688,10,2019
2019-10-07,Arthur Wiediger,East,Office Supplies,4.928,1.7248,10,2019
2019-10-07,Mick Crebagga,West,Office Supplies,93.36,0.9336,10,2019
2019-10-08,Bart Watters,Central,Furniture,51.712,-32.32,10,2019
2019-10-08,Joel Eaton,West,Office Supplies,61.96,27.882,10,2019
2019-10-08,Peter McVee,Central,Office Supplies,60.144,20.2986,10,2019
2019-10-08,Doug Bickford,South,Office Supplies,387.72,-67.851,10,2019
2019-10-09,Michael Paige,East,Technology,23.976,-15.5844,10,2019
2019-10-09,Sibella Parks,East,Office Supplies,19.136,5.98,10,2019
2019-10-09,Sibella Parks,East,Furniture,332.832,-24.9624,10,2019
2019-10-09,Maria Zettner,West,Office Supplies,1.408,0.1584,10,2019
2019-10-09,Maria Zettner,West,Furniture,169.568,0.0,10,2019
2019-10-10,Erica Bern,South,Office Supplies,20.608,-4.3792,10,2019
2019-10-10,Erica Bern,South,Office Supplies,4.095,-2.73,10,2019
2019-10-10,Corey Catlett,West,Furniture,90.882,-190.8522,10,2019
2019-10-10,Corey Catlett,West,Technology,15.992,-2.9985,10,2019
2019-10-10,Corey Catlett,West,Furniture,120.784,13.5882,10,2019
2019-10-10,William Brown,Central,Furniture,14.0,-6.3,10,2019
2019-10-10,William Brown,Central,Office Supplies,16.392,-26.2272,10,2019
2019-10-11,Emily Phan,Central,Office Supplies,5.344,0.668,10,2019
2019-10-11,Emily Phan,Central,Office Supplies,27.72,3.465,10,2019
2019-10-13,Lena Creighton,West,Office Supplies,20.04,9.6192,10,2019
2019-10-13,Lena Creighton,West,Office Supplies,35.44,16.6568,10,2019
2019-10-13,Lena Creighton,West,Office Supplies,11.52,3.456,10,2019
2019-10-13,Lena Creighton,West,Office Supplies,4.02,1.9698,10,2019
2019-10-13,Lena Creighton,West,Office Supplies,76.176,26.6616,10,2019
2019-10-13,Lena Creighton,West,Office Supplies,65.88,18.4464,10,2019
2019-10-13,Lena Creighton,West,Furniture,43.12,20.6976,10,2019
2019-10-13,Noah Childs,West,Furniture,727.45,-465.568,10,2019
2019-10-13,Noah Childs,West,Furniture,24.96,4.368,10,2019
2019-10-13,Helen Andreada,Central,Technology,191.976,23.997,10,2019
2019-10-13,Helen Andreada,Central,Office Supplies,8.288,3.0044,10,2019
2019-10-13,Helen Andreada,Central,Furniture,139.92,-150.414,10,2019
2019-10-13,Helen Andreada,Central,Office Supplies,15.872,1.1904,10,2019
2019-10-13,Helen Andreada,Central,Office Supplies,6.286,-11.0005,10,2019
2019-10-13,Bart Watters,East,Office Supplies,34.7,12.492,10,2019
2019-10-13,Bart Watters,East,Office Supplies,99.87,23.9688,10,2019
2019-10-13,Bart Watters,East,Office Supplies,37.94,18.2112,10,2019
2019-10-13,Bart Watters,East,Office Supplies,24.9,11.454,10,2019
2019-10-13,Bart Watters,East,Furniture,82.26,33.7266,10,2019
2019-10-14,Christine Phan,West,Technology,177.0,30.09,10,2019
2019-10-14,Nathan Cano,South,Furniture,102.592,10.2592,10,2019
2019-10-14,Nathan Cano,South,Technology,22.704,5.9598,10,2019
2019-10-14,Nathan Cano,South,Office Supplies,93.024,33.7212,10,2019
2019-10-14,Nathan Cano,South,Office Supplies,12.768,1.4364,10,2019
2019-10-14,Nathan Cano,South,Office Supplies,35.008,13.128,10,2019
2019-10-14,Nathan Cano,South,Office Supplies,39.152,14.682,10,2019
2019-10-14,Pauline Webber,East,Technology,1091.93,272.9825,10,2019
2019-10-14,Pauline Webber,East,Office Supplies,111.96,54.8604,10,2019
2019-10-14,Bobby Elias,Central,Technology,1649.75,544.4175,10,2019
2019-10-15,Patrick Bzostek,West,Office Supplies,45.68,21.0128,10,2019
2019-10-15,Patrick Bzostek,West,Office Supplies,60.12,28.8576,10,2019
2019-10-15,Patrick Bzostek,West,Office Supplies,41.72,13.0375,10,2019
2019-10-15,Patrick Bzostek,West,Office Supplies,71.6,32.936,10,2019
2019-10-15,Cynthia Delaney,Central,Office Supplies,20.16,9.8784,10,2019
2019-10-15,Cynthia Delaney,Central,Office Supplies,29.46,14.4354,10,2019
2019-10-15,Cynthia Delaney,Central,Office Supplies,868.59,251.8911,10,2019
2019-10-15,Cynthia Delaney,Central,Office Supplies,12.96,6.2208,10,2019
2019-10-15,Cynthia Delaney,Central,Technology,5.5,1.375,10,2019
2019-10-15,Cynthia Delaney,Central,Office Supplies,121.6,55.936,10,2019
2019-10-15,Quincy Jones,South,Office Supplies,232.96,116.48,10,2019
2019-10-15,Quincy Jones,South,Office Supplies,66.54,32.6046,10,2019
2019-10-15,Quincy Jones,South,Office Supplies,43.26,14.2758,10,2019
2019-10-16,Nona Balk,East,Furniture,142.182,-37.9152,10,2019
2019-10-17,Neil Knudson,West,Office Supplies,18.16,6.583,10,2019
2019-10-17,Michael Granlund,West,Furniture,120.666,21.294,10,2019
2019-10-17,Frank Carlisle,Central,Technology,449.97,220.4853,10,2019
2019-10-17,Frank Carlisle,Central,Office Supplies,1927.59,751.7601,10,2019
2019-10-17,Nick Radford,East,Furniture,120.98,12.098,10,2019
2019-10-17,Nick Radford,East,Office Supplies,315.98,148.5106,10,2019
2019-10-18,Emily Phan,West,Furniture,307.92,-34.641,10,2019
2019-10-20,Luke Foster,East,Office Supplies,7.152,0.7152,10,2019
2019-10-20,Chuck Magee,Central,Office Supplies,51.016,15.9425,10,2019
2019-10-20,Chuck Magee,Central,Office Supplies,25.248,7.89,10,2019
2019-10-20,Chuck Magee,Central,Furniture,56.686,-14.5764,10,2019
2019-10-20,Joy Smith,Central,Technology,125.7,35.196,10,2019
2019-10-20,Joy Smith,Central,Technology,191.98,51.8346,10,2019
2019-10-20,Joy Smith,Central,Office Supplies,20.86,1.4602,10,2019
2019-10-20,Andrew Gjertsen,West,Office Supplies,19.296,6.03,10,2019
2019-10-20,Lindsay Castell,South,Furniture,61.1,18.33,10,2019
2019-10-20,Muhammed Yedwab,West,Furniture,387.136,4.8392,10,2019
2019-10-21,Michael Kennedy,East,Office Supplies,23.2,10.44,10,2019
2019-10-21,Michael Kennedy,East,Office Supplies,7.36,0.1472,10,2019
2019-10-21,Michael Kennedy,East,Office Supplies,104.79,29.3412,10,2019
2019-10-21,Michael Kennedy,East,Furniture,1043.92,271.4192,10,2019
2019-10-21,Neoma Murray,West,Office Supplies,22.92,11.2308,10,2019
2019-10-21,Joel Eaton,West,Office Supplies,154.44,1.5444,10,2019
2019-10-21,Muhammed Yedwab,East,Office Supplies,7.92,3.564,10,2019
2019-10-21,Charles McCrossin,East,Technology,98.16,9.816,10,2019
2019-10-21,Susan Vittorini,East,Technology,235.152,-47.0304,10,2019
2019-10-21,Victoria Wilson,East,Furniture,661.176,-231.4116,10,2019
2019-10-21,Dennis Pardue,West,Office Supplies,113.22,29.4372,10,2019
2019-10-21,Dennis Pardue,West,Office Supplies,35.88,17.5812,10,2019
2019-10-21,Dennis Pardue,West,Office Supplies,4535.976,1644.2913,10,2019
2019-10-21,Giulietta Weimer,South,Office Supplies,111.672,6.9795,10,2019
2019-10-21,Jill Fjeld,Central,Technology,106.08,-9.282,10,2019
2019-10-21,Carlos Soltero,West,Furniture,242.136,12.1068,10,2019
2019-10-21,Carlos Soltero,West,Office Supplies,12.39,5.6994,10,2019
2019-10-21,Carlos Soltero,West,Furniture,19.96,5.5888,10,2019
2019-10-21,Carlos Soltero,West,Office Supplies,340.92,3.4092,10,2019
2019-10-21,Anne Pryor,South,Furniture,45.568,9.6832,10,2019
2019-10-21,Anne Pryor,South,Office Supplies,28.752,-21.0848,10,2019
2019-10-22,Peter McVee,Central,Furniture,31.4,10.048,10,2019
2019-10-22,Eric Barreto,South,Furniture,39.92,11.1776,10,2019
2019-10-22,MaryBeth Skach,West,Office Supplies,6.68,3.2064,10,2019
2019-10-22,MaryBeth Skach,West,Office Supplies,8.34,2.2518,10,2019
2019-10-22,MaryBeth Skach,West,Furniture,101.94,30.582,10,2019
2019-10-23,Steven Roelle,East,Office Supplies,379.4,178.318,10,2019
2019-10-23,Heather Kirkland,Central,Furniture,16.156,-12.117,10,2019
2019-10-23,Heather Kirkland,Central,Office Supplies,54.816,17.8152,10,2019
2019-10-23,Alejandro Ballentine,West,Office Supplies,17.05,8.184,10,2019
2019-10-24,Victoria Wilson,West,Technology,100.0,21.0,10,2019
2019-10-24,Victoria Wilson,West,Technology,359.98,21.5988,10,2019
2019-10-24,Catherine Glotzbach,South,Technology,239.976,17.9982,10,2019
2019-10-24,Sonia Sunley,West,Technology,199.99,85.9957,10,2019
2019-10-24,Jennifer Patt,Central,Office Supplies,15.552,5.4432,10,2019
2019-10-24,Emily Ducich,West,Technology,450.0,162.0,10,2019
2019-10-25,Jill Stevenson,South,Technology,783.96,78.396,10,2019
2019-10-27,Jeremy Ellison,East,Furniture,40.2,19.296,10,2019
2019-10-27,Bart Pistole,West,Office Supplies,43.92,11.8584,10,2019
2019-10-27,Bart Pistole,West,Office Supplies,25.032,7.8225,10,2019
2019-10-27,Ben Wallace,South,Furniture,290.98,75.6548,10,2019
2019-10-27,Pete Armstrong,West,Office Supplies,67.136,25.176,10,2019
2019-10-27,Ben Wallace,East,Furniture,427.644,80.7772,10,2019
2019-10-27,Ben Wallace,East,Office Supplies,40.67,12.6077,10,2019
2019-10-27,Ben Wallace,East,Office Supplies,33.48,1.3392,10,2019
2019-10-27,Ben Wallace,East,Office Supplies,9.728,3.2832,10,2019
2019-10-28,Jonathan Howell,West,Office Supplies,93.06,26.0568,10,2019
2019-10-28,Jonathan Howell,West,Technology,302.376,22.6782,10,2019
2019-10-28,Jonathan Doherty,East,Office Supplies,32.4,15.552,10,2019
2019-10-28,Jonathan Doherty,East,Office Supplies,1082.48,10.8248,10,2019
2019-10-28,Jonathan Doherty,East,Office Supplies,56.91,27.3168,10,2019
2019-10-28,Jonathan Doherty,East,Furniture,77.6,38.024,10,2019
2019-10-28,Jonathan Doherty,East,Office Supplies,14.28,6.5688,10,2019
2019-10-28,Alejandro Savely,West,Office Supplies,50.96,25.48,10,2019
2019-10-28,Alejandro Savely,West,Office Supplies,49.536,17.3376,10,2019
2019-10-28,Patrick Gardner,South,Furniture,47.952,13.7862,10,2019
2019-10-28,Patrick Gardner,South,Office Supplies,37.425,-29.94,10,2019
2019-10-28,Patrick Gardner,South,Furniture,63.968,0.0,10,2019
2019-10-28,Patrick Gardner,South,Furniture,165.048,41.262,10,2019
2019-10-28,Suzanne McNair,South,Office Supplies,17.616,-14.0928,10,2019
2019-10-28,Emily Phan,South,Office Supplies,38.19,-26.733,10,2019
2019-10-28,Denise Leinenbach,East,Office Supplies,12.42,5.2164,10,2019
2019-10-28,Victoria Brennan,East,Furniture,756.8,75.68,10,2019
2019-10-29,Jim Mitchum,East,Office Supplies,40.74,0.4074,10,2019
2019-10-29,Jim Mitchum,East,Office Supplies,11.67,3.0342,10,2019
2019-10-29,Katrina Willman,Central,Furniture,67.0,32.16,10,2019
2019-10-29,Logan Haushalter,West,Office Supplies,11.744,3.8168,10,2019
2019-10-30,Jason Fortune-,Central,Office Supplies,11.68,3.504,10,2019
2019-10-30,Edward Hooks,East,Office Supplies,28.752,10.0632,10,2019
2019-10-30,Edward Hooks,East,Office Supplies,114.95,32.186,10,2019
2019-10-30,Susan Pistek,West,Office Supplies,3.62,1.1946,10,2019
2019-10-31,Bill Donatelli,East,Furniture,492.835,-14.081,10,2019
2019-10-31,Jonathan Doherty,West,Office Supplies,1085.42,282.2092,10,2019
2019-10-31,Frank Olsen,South,Office Supplies,32.064,11.2224,10,2019
2019-10-31,Helen Wasserman,Central,Office Supplies,21.96,6.1488,10,2019
2019-10-31,Helen Wasserman,Central,Furniture,368.97,81.1734,10,2019
2019-10-31,Helen Wasserman,Central,Office Supplies,12.39,3.4692,10,2019
2019-10-31,Helen Wasserman,Central,Office Supplies,332.94,9.9882,10,2019
2019-10-31,Sylvia Foulston,West,Furniture,1403.92,70.196,10,2019
2019-11-01,Katherine Murray,South,Technology,21.8,6.104,11,2019
2019-11-01,Katherine Murray,South,Office Supplies,251.79,118.3413,11,2019
2019-11-01,Cindy Schnelling,Central,Office Supplies,111.672,6.9795,11,2019
2019-11-01,Xylona Preis,Central,Technology,68.112,17.8794,11,2019
2019-11-03,Clay Ludtke,Central,Office Supplies,75.96,22.788,11,2019
2019-11-03,Clay Ludtke,Central,Office Supplies,27.24,13.3476,11,2019
2019-11-03,Sarah Foster,West,Office Supplies,8.82,2.3814,11,2019
2019-11-03,Phillip Flathmann,West,Furniture,217.584,-29.9178,11,2019
2019-11-03,Phillip Flathmann,West,Technology,82.95,29.0325,11,2019
2019-11-03,Phillip Flathmann,West,Office Supplies,87.71,41.2237,11,2019
2019-11-03,Phillip Flathmann,West,Office Supplies,1101.48,429.5772,11,2019
2019-11-03,Arthur Prichep,South,Office Supplies,20.0,9.6,11,2019
2019-11-03,Arthur Prichep,South,Office Supplies,7.98,2.0748,11,2019
2019-11-03,Arthur Prichep,South,Furniture,24.1,9.158,11,2019
2019-11-03,Arthur Prichep,South,Office Supplies,8.75,2.625,11,2019
2019-11-03,Arthur Prichep,South,Furniture,842.94,160.1586,11,2019
2019-11-03,Xylona Preis,West,Office Supplies,15.26,5.0358,11,2019
2019-11-03,Xylona Preis,West,Office Supplies,43.32,14.2956,11,2019
2019-11-03,Xylona Preis,West,Office Supplies,43.584,15.7992,11,2019
2019-11-03,Xylona Preis,West,Office Supplies,116.28,56.9772,11,2019
2019-11-03,Xylona Preis,West,Office Supplies,9.296,3.0212,11,2019
2019-11-03,Xylona Preis,West,Office Supplies,19.44,9.3312,11,2019
2019-11-03,Xylona Preis,West,Office Supplies,314.55,150.984,11,2019
2019-11-03,Patrick Jones,Central,Office Supplies,9.248,3.3524,11,2019
2019-11-03,Natalie Webber,West,Office Supplies,4.158,-3.465,11,2019
2019-11-03,Natalie Webber,West,Technology,179.991,-251.9874,11,2019
2019-11-03,Julie Prescott,East,Technology,72.0,14.4,11,2019
2019-11-03,Julie Prescott,East,Furniture,470.155,-13.433,11,2019
2019-11-04,Roy Collins,South,Office Supplies,10.74,5.2626,11,2019
2019-11-04,Alejandro Savely,West,Furniture,209.88,35.6796,11,2019
2019-11-04,Lisa Hazard,West,Furniture,38.29,16.4647,11,2019
2019-11-04,Thomas Thornton,West,Office Supplies,192.8,55.912,11,2019
2019-11-04,Tracy Poddar,West,Office Supplies,17.584,-4.1762,11,2019
2019-11-04,Tracy Poddar,West,Furniture,104.784,-14.4078,11,2019
2019-11-04,Tracy Poddar,West,Office Supplies,47.952,16.7832,11,2019
2019-11-04,Tracy Poddar,West,Furniture,650.352,-97.5528,11,2019
2019-11-04,Tracy Poddar,West,Office Supplies,629.184,228.0792,11,2019
2019-11-04,Tracy Poddar,West,Office Supplies,15.176,5.3116,11,2019
2019-11-04,Maureen Fritzler,South,Furniture,50.496,8.2056,11,2019
2019-11-04,Carl Weiss,West,Office Supplies,7.712,2.7956,11,2019
2019-11-04,Carl Weiss,West,Office Supplies,4.176,1.305,11,2019
2019-11-04,Carl Weiss,West,Office Supplies,38.88,18.6624,11,2019
2019-11-04,Elpida Rittenbach,South,Office Supplies,45.248,3.9592,11,2019
2019-11-04,Elpida Rittenbach,South,Furniture,876.3,-292.1,11,2019
2019-11-04,Elpida Rittenbach,South,Office Supplies,185.376,-34.758,11,2019
2019-11-04,Cindy Chapman,West,Technology,686.4,77.22,11,2019
2019-11-04,Sally Matthias,Central,Furniture,11.376,-5.688,11,2019
2019-11-04,Sally Matthias,Central,Furniture,66.112,-84.2928,11,2019
2019-11-05,Christopher Schild,West,Office Supplies,29.12,9.828,11,2019
2019-11-05,Alejandro Savely,East,Technology,23.988,-15.992,11,2019
2019-11-05,Emily Phan,Central,Furniture,863.128,-160.2952,11,2019
2019-11-05,Emily Phan,Central,Office Supplies,3.564,-6.237,11,2019
2019-11-05,Emily Phan,Central,Furniture,956.6648,-225.0976,11,2019
2019-11-05,Emily Phan,Central,Office Supplies,12.588,-20.1408,11,2019
2019-11-05,Emily Phan,Central,Technology,171.96,45.1395,11,2019
2019-11-05,Michelle Arnett,Central,Office Supplies,104.9,50.352,11,2019
2019-11-05,Michelle Arnett,Central,Office Supplies,39.68,16.2688,11,2019
2019-11-05,Michelle Arnett,Central,Office Supplies,51.75,24.84,11,2019
2019-11-05,Joseph Holt,West,Office Supplies,53.248,19.968,11,2019
2019-11-05,Evan Bailliet,Central,Office Supplies,11.84,4.44,11,2019
2019-11-05,Nora Preis,West,Technology,479.72,52.7692,11,2019
2019-11-05,Logan Haushalter,West,Technology,72.0,12.96,11,2019
2019-11-05,Logan Haushalter,West,Furniture,113.888,9.9652,11,2019
2019-11-05,Logan Haushalter,West,Office Supplies,158.13,77.4837,11,2019
2019-11-05,Liz Willingham,South,Furniture,273.96,71.2296,11,2019
2019-11-05,Liz Willingham,South,Technology,89.97,18.8937,11,2019
2019-11-05,Liz Willingham,South,Furniture,756.8,75.68,11,2019
2019-11-06,Lindsay Shagiari,West,Furniture,81.424,-9.1602,11,2019
2019-11-06,Lindsay Shagiari,West,Furniture,238.56,26.2416,11,2019
2019-11-06,Kelly Lampkin,South,Furniture,207.984,-28.5978,11,2019
2019-11-06,Kelly Lampkin,South,Office Supplies,36.112,12.6392,11,2019
2019-11-06,Kelly Lampkin,South,Furniture,35.568,5.7798,11,2019
2019-11-06,Kelly Lampkin,South,Office Supplies,88.768,31.0688,11,2019
2019-11-06,Irene Maddox,West,Office Supplies,84.84,22.9068,11,2019
2019-11-07,Max Jones,West,Office Supplies,27.68,9.688,11,2019
2019-11-07,Eudokia Martin,West,Office Supplies,37.44,11.7,11,2019
2019-11-07,Eudokia Martin,West,Office Supplies,26.976,8.7672,11,2019
2019-11-07,Eudokia Martin,West,Office Supplies,11.36,3.2944,11,2019
2019-11-07,Eudokia Martin,West,Office Supplies,14.62,6.8714,11,2019
2019-11-07,Claudia Bergmann,West,Furniture,14.82,6.2244,11,2019
2019-11-07,Denise Monton,East,Technology,119.976,22.4955,11,2019
2019-11-07,Cindy Chapman,East,Office Supplies,14.96,0.2992,11,2019
2019-11-07,Penelope Sewall,West,Office Supplies,12.9,6.321,11,2019
2019-11-07,Michelle Arnett,West,Furniture,1603.136,100.196,11,2019
2019-11-07,Luke Weiss,East,Technology,263.96,71.2692,11,2019
2019-11-07,Luke Weiss,East,Technology,359.97,100.7916,11,2019
2019-11-07,Luke Weiss,East,Office Supplies,12.96,6.2208,11,2019
2019-11-07,Luke Weiss,East,Office Supplies,116.82,5.841,11,2019
2019-11-07,Luke Weiss,East,Office Supplies,276.784,89.9548,11,2019
2019-11-07,Michael Chen,Central,Furniture,44.46,-17.784,11,2019
2019-11-07,Michael Chen,Central,Office Supplies,314.088,19.6305,11,2019
2019-11-07,Marina Lichtenstein,West,Technology,479.97,163.1898,11,2019
2019-11-07,Lisa DeCherney,West,Office Supplies,57.584,20.1544,11,2019
2019-11-08,Claire Gute,South,Furniture,261.96,41.9136,11,2019
2019-11-08,Claire Gute,South,Furniture,731.94,219.582,11,2019
2019-11-09,Philip Fox,West,Technology,479.97,177.5889,11,2019
2019-11-10,Pamela Coakley,West,Office Supplies,155.82,42.0714,11,2019
2019-11-10,Pamela Coakley,West,Office Supplies,70.008,24.5028,11,2019
2019-11-10,Chuck Clark,West,Office Supplies,13.216,4.4604,11,2019
2019-11-10,Chuck Clark,West,Office Supplies,32.4,15.552,11,2019
2019-11-10,Debra Catini,South,Office Supplies,41.86,10.465,11,2019
2019-11-10,Art Foster,East,Office Supplies,14.72,-3.312,11,2019
2019-11-10,Art Foster,East,Office Supplies,38.976,-2.436,11,2019
2019-11-10,Paul Prost,East,Office Supplies,9.216,3.3408,11,2019
2019-11-10,Paul Prost,East,Technology,41.958,-9.7902,11,2019
2019-11-10,Paul Prost,East,Office Supplies,89.568,32.4684,11,2019
2019-11-10,Paul Prost,East,Office Supplies,22.248,7.5087,11,2019
2019-11-10,Paul Prost,East,Office Supplies,334.88,29.302,11,2019
2019-11-10,Paul Prost,East,Furniture,148.288,29.6576,11,2019
2019-11-10,Paul Prost,East,Office Supplies,4.624,1.6762,11,2019
2019-11-10,Paul Prost,East,Technology,178.92,-29.0745,11,2019
2019-11-10,Paul Prost,East,Office Supplies,69.888,-46.592,11,2019
2019-11-10,Maxwell Schwartz,Central,Technology,279.944,48.9902,11,2019
2019-11-10,Kalyca Meade,Central,Furniture,37.3,17.158,11,2019
2019-11-10,Kalyca Meade,Central,Office Supplies,81.96,39.3408,11,2019
2019-11-10,Sally Hughsby,East,Office Supplies,20.368,7.3834,11,2019
2019-11-10,Sally Hughsby,East,Office Supplies,49.848,16.8237,11,2019
2019-11-10,Arianne Irving,West,Office Supplies,67.71,32.5008,11,2019
2019-11-10,Arianne Irving,West,Office Supplies,129.92,38.976,11,2019
2019-11-10,Arianne Irving,West,Furniture,467.46,191.6586,11,2019
2019-11-10,Arianne Irving,West,Office Supplies,61.4,28.858,11,2019
2019-11-10,Arianne Irving,West,Office Supplies,720.76,187.3976,11,2019
2019-11-10,Arianne Irving,West,Office Supplies,5.184,1.8144,11,2019
2019-11-10,Arianne Irving,West,Office Supplies,14.7,3.969,11,2019
2019-11-10,Ben Ferrer,West,Furniture,9.98,2.7944,11,2019
2019-11-10,Rose O'Brian,West,Office Supplies,29.74,4.461,11,2019
2019-11-10,Seth Vernon,East,Office Supplies,31.104,10.8864,11,2019
2019-11-10,Aaron Bergman,Central,Technology,221.98,62.1544,11,2019
2019-11-10,Aaron Bergman,Central,Furniture,341.96,54.7136,11,2019
2019-11-10,Scott Williamson,East,Office Supplies,3.64,1.365,11,2019
2019-11-10,Scott Williamson,East,Technology,881.93,220.4825,11,2019
2019-11-11,Bryan Davis,East,Technology,59.97,14.9925,11,2019
2019-11-11,Bryan Davis,East,Office Supplies,83.36,20.84,11,2019
2019-11-11,Brenda Bowman,Central,Technology,95.968,1.1996,11,2019
2019-11-11,Brenda Bowman,Central,Furniture,47.992,-2.0568,11,2019
